ID_DEPTO;DEPARTAMENTO;ID_MPIO;MUNICIPIO;MÉTODO;FASE;"TRANSMITIDAS
A";"NOTIFICADAS
B";% TRANSMISIÓN (A/B);REPORTE INICIO DE OPERACIÓN CONAL 30/05;;;
47;MAGDALENA;47692;SAN SEBASTIÁN DE BUENAVISTA;BARRIDO;3;1066;921;115,74%;SI;;;
13;BOLÍVAR;13300;HATILLO DE LOBA;BARRIDO;2;843;728;115,80%;SI;;;
25;CUNDINAMARCA;25817;TOCANCIPÁ;BARRIDO;2;1238;1069;115,81%;SI;;;
47;MAGDALENA;47205;CONCORDIA;BARRIDO;3;442;381;116,01%;SI;;;
85;CASANARE;85139;MANÍ;BARRIDO;3;1136;979;116,04%;SI;;;
44;LA GUAJIRA;44279;FONSECA;BARRIDO;3;2744;2364;116,07%;SI;;;
47;MAGDALENA;47318;GUAMAL;BARRIDO;3;1311;1126;116,43%;SI;;;
23;CÓRDOBA;23660;SAHAGÚN;BARRIDO;3;5231;4485;116,63%;SI;;;
05;ANTIOQUIA;5659;SAN JUAN DE URABÁ;BARRIDO;2;675;578;116,78%;SI;;;
25;CUNDINAMARCA;25612;RICAURTE;BARRIDO;2;416;354;117,51%;SI;;;
52;NARIÑO;52693;SAN PABLO;BARRIDO;3;443;376;117,82%;SI;;;
73;TOLIMA;73217;COYAIMA;BARRIDO;3;500;424;117,92%;SI;;;
25;CUNDINAMARCA;25785;TABIO;BARRIDO;2;210;178;117,98%;SI;;;
25;CUNDINAMARCA;25126;CAJICÁ;BARRIDO;2;2561;2168;118,13%;SI;;;
23;CÓRDOBA;23807;TIERRALTA;MIXTO;3;2178;1839;118,43%;SI;;;
47;MAGDALENA;47980;ZONA BANANERA;BARRIDO;3;1369;1153;118,73%;SI;;;
50;META;50573;PUERTO LÓPEZ;BARRIDO;3;1808;1519;119,03%;SI;;;
41;HUILA;41396;LA PLATA;BARRIDO;3;2957;2475;119,47%;SI;;;
20;CESAR;20175;CHIMICHAGUA;BARRIDO;3;1278;1066;119,89%;SI;;;
05;ANTIOQUIA;5134;CAMPAMENTO;BARRIDO;2;395;329;120,06%;SI;;;
41;HUILA;41298;GARZÓN;BARRIDO;3;3975;3302;120,38%;SI;;;
13;BOLÍVAR;13442;MARÍA LA BAJA;BARRIDO;2;23;19;121,05%;SI;;;
13;BOLÍVAR;13744;SIMITÍ;BARRIDO;2;424;350;121,14%;SI;;;
41;HUILA;41349;HOBO;BARRIDO;3;1342;1107;121,23%;SI;;;
47;MAGDALENA;47058;ARIGUANÍ;BARRIDO;3;1770;1454;121,73%;SI;;;
76;VALLE DEL CAUCA;76497;OBANDO;BARRIDO;2;1495;1228;121,74%;SI;;;
05;ANTIOQUIA;5264;ENTRERRIOS;BARRIDO;2;115;94;122,34%;SI;;;
17;CALDAS;17616;RISARALDA;BARRIDO;3;670;547;122,49%;SI;;;
44;LA GUAJIRA;44420;LA JAGUA DEL PILAR;BARRIDO;3;412;335;122,99%;SI;;;
44;LA GUAJIRA;44035;ALBANIA;MIXTO;3;1274;1031;123,57%;SI;;;
20;CESAR;20178;CHIRIGUANÁ;BARRIDO;3;1968;1576;124,87%;SI;;;
47;MAGDALENA;47460;NUEVA GRANADA;BARRIDO;3;304;243;125,10%;SI;;;
05;ANTIOQUIA;5495;NECHÍ;BARRIDO;2;1587;1268;125,16%;SI;;;
05;ANTIOQUIA;5658;SAN JOSÉ DE LA MONTAÑA;BARRIDO;2;433;345;125,51%;SI;;;
25;CUNDINAMARCA;25148;CAPARRAPÍ;BARRIDO;2;1286;1021;125,95%;SI;;;
20;CESAR;20770;SAN MARTÍN;BARRIDO;3;1236;980;126,12%;SI;;;
25;CUNDINAMARCA;25530;PARATEBUENO;BARRIDO;3;286;225;127,11%;SI;;;
68;SANTANDER;68573;PUERTO PARRA;BARRIDO;2;399;313;127,48%;SI;;;
50;META;50680;SAN CARLOS DE GUAROA;BARRIDO;3;921;722;127,56%;SI;;;
52;NARIÑO;52385;LA LLANADA;BARRIDO;3;201;157;128,03%;SI;;;
47;MAGDALENA;47703;SAN ZENÓN;BARRIDO;3;418;325;128,62%;SI;;;
25;CUNDINAMARCA;25736;SESQUILÉ;BARRIDO;2;17;13;130,77%;SI;;;
20;CESAR;20621;LA PAZ;MIXTO;3;1832;1395;131,33%;SI;;;
23;CÓRDOBA;23417;LORICA;BARRIDO;3;2096;1592;131,66%;SI;;;
68;SANTANDER;68190;CIMITARRA;BARRIDO;2;1232;935;131,76%;SI;;;
44;LA GUAJIRA;44098;DISTRACCIÓN;BARRIDO;3;1100;810;135,80%;SI;;;
41;HUILA;41518;PAICOL;BARRIDO;3;610;447;136,47%;SI;;;
47;MAGDALENA;47745;SITIONUEVO;BARRIDO;3;1029;754;136,47%;SI;;;
52;NARIÑO;52381;LA FLORIDA;BARRIDO;3;235;171;137,43%;SI;;;
41;HUILA;41770;SUAZA;BARRIDO;3;1288;935;137,75%;SI;;;
76;VALLE DEL CAUCA;76823;TORO;BARRIDO;2;484;350;138,29%;SI;;;
20;CESAR;20250;EL PASO;BARRIDO;3;1076;764;140,84%;SI;;;
44;LA GUAJIRA;44874;VILLANUEVA;BARRIDO;3;2054;1457;140,97%;SI;;;
13;BOLÍVAR;13458;MONTECRISTO;BARRIDO;2;880;622;141,48%;SI;;;
15;BOYACÁ;15022;ALMEIDA;BARRIDO;3;152;107;142,06%;SI;;;
86;PUTUMAYO;86320;ORITO;BARRIDO;3;834;586;142,32%;SI;;;
25;CUNDINAMARCA;25745;SIMIJACA;BARRIDO;2;2669;1861;143,42%;SI;;;
25;CUNDINAMARCA;25898;ZIPACÓN;BARRIDO;2;358;245;146,12%;SI;;;
52;NARIÑO;52788;TANGUA;BARRIDO;3;673;450;149,56%;SI;;;
50;META;50110;BARRANCA DE UPÍA;BARRIDO;3;308;201;153,23%;SI;;;
68;SANTANDER;68655;SABANA DE TORRES;BARRIDO;2;1628;1033;157,60%;SI;;;
13;BOLÍVAR;13160;CANTAGALLO;BARRIDO;2;1049;665;157,74%;SI;;;
25;CUNDINAMARCA;25743;SILVANIA;BARRIDO;2;2636;1662;158,60%;SI;;;
52;NARIÑO;52378;LA CRUZ;BARRIDO;3;240;147;163,27%;SI;;;
52;NARIÑO;52260;EL TAMBO;BARRIDO;3;1546;941;164,29%;SI;;;
19;CAUCA;19110;BUENOS AIRES;BARRIDO;3;1931;1172;164,76%;SI;;;
68;SANTANDER;68250;EL PEÑÓN;BARRIDO;2;359;205;175,12%;SI;;;
52;NARIÑO;52083;BELÉN;BARRIDO;3;386;214;180,37%;SI;;;
47;MAGDALENA;47170;CHIVOLO;BARRIDO;3;1376;755;182,25%;SI;;;
23;CÓRDOBA;23189;CIÉNAGA DE ORO;BARRIDO;3;502;259;193,82%;SI;;;
52;NARIÑO;52565;PROVIDENCIA;BARRIDO;3;107;55;194,55%;SI;;;
52;NARIÑO;52418;LOS ANDES;BARRIDO;3;591;246;240,24%;SI;;;
68;SANTANDER;68324;GUAVATÁ;BARRIDO;2;285;117;243,59%;SI;;;
81;ARAUCA;81065;ARAUQUITA;BARRIDO;3;3843;1420;270,63%;SI;;;
19;CAUCA;19290;FLORENCIA;BARRIDO;3;524;183;286,34%;SI;;;
13;BOLÍVAR;13140;CALAMAR;BARRIDO;2;1679;458;366,59%;SI;;;
13;BOLÍVAR;13490;NOROSÍ;BARRIDO;2;160;38;421,05%;SI;;;
52;NARIÑO;52694;SAN PEDRO DE CARTAGO;BARRIDO;3;242;38;636,84%;SI;;;
52;NARIÑO;52786;TAMINANGO;BARRIDO;3;1156;98;1179,59%;SI;;;
19;CAUCA;19824;TOTORÓ;BARRIDO;3;12;;NN;NO;;;
5;ANTIOQUIA;5790;TARAZÁ;BARRIDO;2;;;NT/NN;SI;;;
13;BOLÍVAR;13670;SAN PABLO;BARRIDO;2;;;NT/NN;SI;;;
19;CAUCA;19355;INZÁ;BARRIDO;3;;;NT/NN;NO;;;
19;CAUCA;19364;JAMBALÓ;BARRIDO;3;;;NT/NN;NO;;;
19;CAUCA;19473;MORALES;BARRIDO;3;;;NT/NN;NO;;;
19;CAUCA;19517;PAEZ;BARRIDO;3;;;NT/NN;NO;;;
19;CAUCA;19585;PURACÉ;BARRIDO;3;;;NT/NN;NO;;;
19;CAUCA;19743;SILVIA;BARRIDO;3;;;NT/NN;NO;;;
19;CAUCA;19760;SOTARA;BARRIDO;3;;;NT/NN;NO;;;
19;CAUCA;19821;TORIBIO;BARRIDO;3;;;NT/NN;NO;;;
23;CÓRDOBA;23068;AYAPEL;BARRIDO;3;;;NT/NN;NO;;;
23;CÓRDOBA;23168;CHIMÁ;BARRIDO;3;;;NT/NN;NO;;;
23;CÓRDOBA;23182;CHINÚ;BARRIDO;3;;;NT/NN;NO;;;
23;CÓRDOBA;23574;PUERTO ESCONDIDO;BARRIDO;3;;;NT/NN;NO;;;
23;CÓRDOBA;23580;PUERTO LIBERTADOR;MIXTO;3;;;NT/NN;NO;;;
23;CÓRDOBA;23586;PURÍSIMA;BARRIDO;3;;;NT/NN;NO;;;
23;CÓRDOBA;23670;SAN ANDRÉS DE SOTAVENTO;BARRIDO;3;;;NT/NN;NO;;;
23;CÓRDOBA;23672;SAN ANTERO;BARRIDO;3;;;NT/NN;NO;;;
23;CÓRDOBA;23815;TUCHÍN;BARRIDO;3;;;NT/NN;NO;;;
47;MAGDALENA;47541;PEDRAZA;BARRIDO;3;;;NT/NN;NO;;;
47;MAGDALENA;47675;SALAMINA;BARRIDO;3;;;NT/NN;NO;;;
47;MAGDALENA;47707;SANTA ANA;BARRIDO;3;;;NT/NN;NO;;;
47;MAGDALENA;47720;SANTA BÁRBARA DE PINTO;BARRIDO;3;;;NT/NN;NO;;;
47;MAGDALENA;47960;ZAPAYÁN;BARRIDO;3;;;NT/NN;SI;;;
50;META;50325;MAPIRIPÁN;MIXTO;3;;;NT/NN;SI;;;
52;NARIÑO;52022;ALDANA;BARRIDO;3;;;NT/NN;NO;;;
52;NARIÑO;52110;BUESACO;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52203;COLÓN;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52210;CONTADERO;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52215;CÓRDOBA;BARRIDO;3;;;NT/NN;NO;;;
52;NARIÑO;52224;CUASPUD;BARRIDO;3;;;NT/NN;NO;;;
52;NARIÑO;52227;CUMBAL;BARRIDO;3;;;NT/NN;NO;;;
52;NARIÑO;52233;CUMBITARA;MIXTO;3;;;NT/NN;NO;;;
52;NARIÑO;52254;EL PEÑOL;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52256;EL ROSARIO;MIXTO;3;;;NT/NN;SI;;;
52;NARIÑO;52287;FUNES;BARRIDO;3;;;NT/NN;NO;;;
52;NARIÑO;52317;GUACHUCAL;BARRIDO;3;;;NT/NN;NO;;;
52;NARIÑO;52320;GUAITARILLA;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52323;GUALMATÁN;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52352;ILES;BARRIDO;3;;;NT/NN;NO;;;
52;NARIÑO;52354;IMUÉS;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52399;LA UNIÓN;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52411;LINARES;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52435;MALLAMA;BARRIDO;3;;;NT/NN;NO;;;
52;NARIÑO;52480;NARIÑO;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52506;OSPINA;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52540;POLICARPA;MIXTO;3;;;NT/NN;NO;;;
52;NARIÑO;52560;POTOSÍ;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52573;PUERRES;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52585;PUPIALES;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52685;SAN BERNARDO;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52687;SAN LORENZO;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52699;SANTACRUZ;BARRIDO;3;;;NT/NN;NO;;;
52;NARIÑO;52720;SAPUYES;BARRIDO;3;;;NT/NN;SI;;;
52;NARIÑO;52835;SAN ANDRES DE TUMACO;MIXTO;3;;;NT/NN;NO;;;
52;NARIÑO;52838;TÚQUERRES;BARRIDO;3;;;NT/NN;SI;;;
68;SANTANDER;68705;SANTA BÁRBARA;BARRIDO;2;;;NT/NN;SI;;;
68;SANTANDER;68773;SUCRE;BARRIDO;2;;;NT/NN;SI;;;
76;VALLE DEL CAUCA;76403;LA VICTORIA;BARRIDO;2;;;NT/NN;SI;;;
76;VALLE DEL CAUCA;76616;RIOFRÍO;BARRIDO;2;;;NT/NN;NO;;;
76;VALLE DEL CAUCA;76834;TULUÁ;BARRIDO;2;;;NT/NN;NO;;;
